Series Name,Series Code,Country Name,Country Code,2012 [YR2012],2013 [YR2013],2014 [YR2014]
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,East Asia & Pacific,EAS,3391.49706091463,3580.93618519409,3677.51159792769
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Europe & Central Asia,ECS,5521.65483693611,5459.37612158036,5372.23138200219
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,European Union,EUU,6147.32164543251,6065.65331464584,5908.35950602284
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Latin America & Caribbean,LCN,2129.08610346592,2150.57469437775,2155.7026755269
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Middle East & North Africa,MEA,2750.65537435044,2799.4665805773,2895.90072035725
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,North America,NAC,13200.5754407691,13278.5412009838,13253.8180240735
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Pacific island small states,PSS,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,South Asia,SAS,637.222116829657,673.899036725956,705.318435392212
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sub-Saharan Africa,SSF,494.783639548136,489.628856311059,484.042526104101
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,World,WLD,3048.47696936922,3108.72640964473,3130.70968393647
,,,,,,
,,,,,,
,,,,,,
Data from database: World Development Indicators,,,,,,
Last Updated: 10/28/2019,,,,,,
